Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,27.847500,27.860001,26.837500,27.332500,24.819241,212818400
2015-01-05,27.072500,27.162500,26.352501,26.562500,24.120045,257142000
2015-01-06,26.635000,26.857500,26.157499,26.565001,24.122320,263188400
2015-01-07,26.799999,27.049999,26.674999,26.937500,24.460564,160423600
2015-01-08,27.307501,28.037500,27.174999,27.972500,25.400398,237458000
2015-01-09,28.167500,28.312500,27.552500,28.002501,25.427635,214798000
2015-01-12,28.150000,28.157499,27.200001,27.312500,24.801083,198603200
2015-01-13,27.857500,28.200001,27.227501,27.555000,25.021282,268367600
2015-01-14,27.260000,27.622499,27.125000,27.450001,24.925943,195826400
2015-01-15,27.500000,27.514999,26.665001,26.705000,24.249435,240056000
2015-01-16,26.757500,26.895000,26.299999,26.497499,24.061016,314053200
2015-01-20,26.959999,27.242500,26.625000,27.180000,24.680767,199599600
2015-01-21,27.237499,27.764999,27.067499,27.387501,24.869184,194303600
2015-01-22,27.565001,28.117500,27.430000,28.100000,25.516169,215185600
2015-01-23,28.075001,28.437500,27.882500,28.245001,25.647839,185859200
2015-01-26,28.434999,28.590000,28.200001,28.275000,25.675077,222460000
2015-01-27,28.105000,28.120001,27.257500,27.285000,24.776114,382274800
2015-01-28,29.407499,29.530001,28.827499,28.827499,26.176777,585908400
2015-01-29,29.080000,29.797501,28.889999,29.725000,26.991747,337745600
2015-01-30,29.600000,30.000000,29.212500,29.290001,26.596750,334982000
2015-02-02,29.512501,29.792500,29.020000,29.657499,26.930452,250956400
2015-02-03,29.625000,29.772499,29.402500,29.662500,26.934996,207662800
2015-02-04,29.625000,30.127501,29.577499,29.889999,27.141579,280598800
2015-02-05,30.004999,30.057501,29.812500,29.985001,27.335304,168984800
2015-02-06,30.004999,30.062500,29.612499,29.732500,27.105112,174826400
2015-02-09,29.637501,29.959999,29.607500,29.930000,27.285160,155559200
2015-02-10,30.042500,30.537500,30.040001,30.504999,27.809347,248034000
2015-02-11,30.692499,31.230000,30.625000,31.219999,28.461166,294247200
2015-02-12,31.514999,31.870001,31.392500,31.615000,28.821255,297898000
2015-02-13,31.820000,31.820000,31.412500,31.770000,28.962564,217088800
2015-02-17,31.872499,32.220001,31.730000,31.957500,29.133495,252609600
2015-02-18,31.907499,32.195000,31.862499,32.180000,29.336334,179566800
2015-02-19,32.119999,32.257500,32.082500,32.112499,29.274794,149449600
2015-02-20,32.154999,32.375000,32.012501,32.375000,29.514103,195793600
2015-02-23,32.505001,33.250000,32.415001,33.250000,30.311783,283896400
2015-02-24,33.235001,33.400002,32.792500,33.042500,30.122614,276912400
2015-02-25,32.889999,32.900002,32.037498,32.197498,29.352283,298846800
2015-02-26,32.197498,32.717499,31.652500,32.605000,29.723780,365150000
2015-02-27,32.500000,32.642502,32.060001,32.115002,29.277081,248059200
2015-03-02,32.312500,32.570000,32.075001,32.272499,29.420658,192386800
2015-03-03,32.240002,32.380001,32.022499,32.340000,29.482199,151265200
2015-03-04,32.275002,32.389999,32.080002,32.134998,29.295307,126665200
2015-03-05,32.145000,32.187500,31.440001,31.602501,28.809868,226068400
2015-03-06,32.099998,32.342499,31.565001,31.650000,28.853170,291368400
2015-03-09,31.990000,32.392502,31.264999,31.785000,28.976242,354114000
2015-03-10,31.602501,31.805000,30.950001,31.127501,28.376841,275426400
2015-03-11,31.187500,31.192499,30.527500,30.559999,27.859491,275756000
2015-03-12,30.577499,31.225000,30.407499,31.112499,28.363159,193450800
2015-03-13,31.100000,31.350000,30.645000,30.897499,28.167162,207309200
2015-03-16,30.969999,31.237499,30.717501,31.237499,28.477116,143497200
2015-03-17,31.475000,31.830000,31.412500,31.760000,28.953447,204092400
2015-03-18,31.750000,32.290001,31.592501,32.117500,29.279362,261083600
2015-03-19,32.187500,32.312500,31.850000,31.875000,29.058285,183238000
2015-03-20,32.062500,32.099998,31.290001,31.475000,28.693634,274780400
2015-03-23,31.780001,31.962500,31.629999,31.802500,28.992193,150838800
2015-03-24,31.807501,32.009998,31.639999,31.672501,28.873680,131369200
2015-03-25,31.635000,31.705000,30.844999,30.844999,28.119303,206620800
2015-03-26,30.690001,31.219999,30.650000,31.059999,28.315313,190291600
2015-03-27,31.142500,31.174999,30.727501,30.812500,28.089678,158184800
2015-03-30,31.012501,31.600000,31.000000,31.592501,28.800749,188398800
2015-03-31,31.522499,31.622499,31.090000,31.107500,28.358606,168362400
2015-04-01,31.205000,31.280001,30.775000,31.062500,28.317581,162485600
2015-04-02,31.257500,31.389999,31.047501,31.330000,28.561445,128880400
2015-04-06,31.117500,31.877501,31.082500,31.837500,29.024101,148776000
2015-04-07,31.910000,32.029999,31.495001,31.502501,28.718702,140049200
2015-04-08,31.462500,31.600000,31.242500,31.400000,28.625265,149316800
2015-04-09,31.462500,31.645000,31.165001,31.639999,28.844051,129936000
2015-04-10,31.487499,31.802500,31.315001,31.775000,28.967117,160752000
2015-04-13,32.092499,32.142502,31.652500,31.712500,28.910143,145460400
2015-04-14,31.750000,31.822500,31.477501,31.575001,28.784796,102098400
2015-04-15,31.602501,31.782499,31.502501,31.695000,28.894184,115881600
2015-04-16,31.570000,31.775000,31.527500,31.542500,28.755165,113476000
2015-04-17,31.387501,31.535000,31.115000,31.187500,28.431536,207828000
2015-04-20,31.392500,32.029999,31.292500,31.900000,29.081076,188217200
2015-04-21,32.025002,32.049999,31.667500,31.727501,28.923824,129740400
2015-04-22,31.747499,32.217499,31.580000,32.154999,29.313540,150618000
2015-04-23,32.075001,32.605000,32.035000,32.417500,29.552843,183083600
2015-04-24,32.622501,32.657501,32.307499,32.570000,29.691864,178103600
2015-04-27,33.077499,33.282501,32.787498,33.162498,30.232006,387816800
2015-04-28,33.615002,33.634998,32.392502,32.639999,29.755684,475696000
2015-04-29,32.540001,32.897499,32.075001,32.160000,29.318098,253544400
2015-04-30,32.160000,32.160000,31.145000,31.287500,28.522703,332781600
2015-05-01,31.525000,32.532501,31.325001,32.237499,29.388752,234050400
2015-05-04,32.375000,32.642502,32.064999,32.174999,29.331770,203953200
2015-05-05,32.037498,32.112499,31.445000,31.450001,28.670845,197085600
2015-05-06,31.639999,31.687500,30.840000,31.252501,28.490789,288564000
2015-05-07,31.192499,31.520000,31.004999,31.315001,28.667021,175763600
2015-05-08,31.670000,31.905001,31.527500,31.905001,29.207123,222201600
2015-05-11,31.847500,31.889999,31.407499,31.580000,28.909609,168143200
2015-05-12,31.400000,31.719999,31.205000,31.467501,28.806618,192640000
2015-05-13,31.537500,31.797501,31.467501,31.502501,28.838661,138776800
2015-05-14,31.852501,32.237499,31.790001,32.237499,29.511515,180814000
2015-05-15,32.267502,32.372501,32.052502,32.192501,29.470316,152832000
2015-05-18,32.095001,32.680000,32.090000,32.547501,29.795296,203531600
2015-05-19,32.672501,32.720001,32.410000,32.517502,29.767832,178532800
2015-05-20,32.500000,32.744999,32.334999,32.514999,29.765543,145819600
2015-05-21,32.517502,32.907501,32.457500,32.847500,30.069931,158921600
2015-05-22,32.900002,33.242500,32.849998,33.134998,30.333115,182384000
2015-05-26,33.150002,33.227501,32.279999,32.404999,29.664848,282790400
2015-05-27,32.584999,33.064999,32.512501,33.009998,30.218685,183332800
2015-05-28,32.965000,32.987499,32.775002,32.945000,30.159180,122933200
2015-05-29,32.807499,32.862499,32.474998,32.570000,29.815893,203538000
2015-06-01,32.570000,32.847500,32.512501,32.634998,29.875401,128451200
2015-06-02,32.465000,32.665001,32.330002,32.490002,29.742664,134670400
2015-06-03,32.665001,32.735001,32.474998,32.529999,29.779270,123934000
2015-06-04,32.395000,32.645000,32.227501,32.340000,29.605347,153800400
2015-06-05,32.375000,32.422501,32.090000,32.162498,29.442848,142507200
2015-06-08,32.224998,32.302502,31.707500,31.950001,29.248320,210699200
2015-06-09,31.674999,32.020000,31.405001,31.855000,29.161358,224301600
2015-06-10,31.980000,32.334999,31.962500,32.220001,29.495487,156349200
